Mooring Name,Latitude,Longitude,Date,Time,xCO2 SW (wet) (umol/mol),CO2 SW QF,H2O SW (mmol/mol),xCO2 Air (wet) (umol/mol),CO2 Air QF,H2O Air (mmol/mol),Licor Atm Pressure (hPa),Licor Temp (C),MAPCO2 %O2,SST (C),Salinity,xCO2 SW (dry) (umol/mol),xCO2 Air (dry) (umol/mol),fCO2 SW (sat) uatm,fCO2 Air (sat) uatm,dfCO2,pCO2 SW (sat) uatm,pCO2 Air (sat) uatm,dpCO2,pH_Total_Scale,PH_QF
CHEECA_80W_25N,24.898,-80.619,10/19/16,18:17,510.1,2,8.21,395.8,2,7.9,1013.5,27.2,98.62,26.838,35.541,514.3,399,495.3,384.3,111,496.9,385.5,111.4,7.983,2
CHEECA_80W_25N,24.898,-80.619,10/19/16,21:17,504.8,2,8.53,395.7,2,8.04,1013.1,27.4,99.63,26.973,35.342,509.2,398.9,490,383.9,106.1,491.6,385.1,106.4,7.984,2
CHEECA_80W_25N,24.898,-80.619,10/20/16,0:17,511.5,2,8.34,396.6,2,8.05,1013.2,27.4,99.58,26.896,35.629,515.8,399.8,496.5,384.9,111.7,498.1,386.1,112,7.979,2
CHEECA_80W_25N,24.898,-80.619,10/20/16,3:17,506.1,2,8.45,396,2,8.28,1013.8,27.2,99.38,26.825,35.944,510.4,399.3,491.7,384.7,107,493.3,385.9,107.4,7.996,2
CHEECA_80W_25N,24.898,-80.619,10/20/16,6:17,512.8,2,8.6,396.1,2,8.37,1012.4,27,98.97,26.715,35.996,517.2,399.5,497.7,384.4,113.3,499.2,385.6,113.7,7.977,2
CHEECA_80W_25N,24.898,-80.619,10/20/16,9:17,532.8,2,8.17,398.5,2,7.91,1012,26.8,98.34,26.581,35.779,537.2,401.6,516.8,386.4,130.4,518.4,387.6,130.8,7.97,2
CHEECA_80W_25N,24.898,-80.619,10/20/16,12:17,560.8,2,8.72,404.8,2,8.6,1012.8,26.6,97.12,26.465,35.751,565.8,408.4,544.9,393.3,151.6,546.6,394.5,152.1,7.953,2
CHEECA_80W_25N,24.898,-80.619,10/20/16,15:17,522.9,2,9.18,401.6,2,9.06,1013.2,26.9,97.41,26.578,35.792,527.7,405.3,508.3,390.4,118,509.9,391.6,118.3,7.973,2
CHEECA_80W_25N,24.898,-80.619,10/20/16,18:17,493.8,2,8.67,397.8,2,8.48,1011.2,27.8,98.48,26.96,35.748,498.1,401.2,478.5,385.4,93.1,480,386.6,93.4,7.984,2
CHEECA_80W_25N,24.898,-80.619,10/20/16,21:17,516.5,2,6.42,395.8,2,5.67,1010.9,28.8,99.31,27.014,35.227,519.9,398.1,499.1,382.2,116.9,500.7,383.4,117.3,7.981,2
CHEECA_80W_25N,24.898,-80.619,10/21/16,0:17,527.6,2,7.09,397.8,2,6.82,1011.1,27.7,99.36,26.817,35.185,531.4,400.5,510.5,384.8,125.7,512.1,386,126.1,7.966,2
CHEECA_80W_25N,24.898,-80.619,10/21/16,3:17,533.7,2,9.19,399.9,2,8.82,1011.6,27.1,99.01,26.78,35.286,538.7,403.5,517.8,387.8,130,519.4,389.1,130.4,7.972,2
CHEECA_80W_25N,24.898,-80.619,10/21/16,6:17,542.1,2,9.4,397,2,9.1,1010.9,26.8,98.24,26.703,35.335,547.2,400.7,525.8,385,140.8,527.4,386.2,141.3,7.963,2
CHEECA_80W_25N,24.898,-80.619,10/21/16,9:17,548.8,2,8.62,401.4,2,8.29,1009.9,26.4,97.81,26.555,35.296,553.5,404.8,531.5,388.6,142.8,533.1,389.9,143.3,7.961,2
CHEECA_80W_25N,24.898,-80.619,10/21/16,12:17,547.2,2,9.1,402.8,2,8.99,1011.2,26.2,97.43,26.437,35.372,552.3,406.4,531,390.8,140.2,532.7,392,140.7,7.96,2
CHEECA_80W_25N,24.898,-80.619,10/21/16,15:17,547.2,2,9.18,398.8,2,9.07,1011.7,26.5,97.35,26.565,35.409,552.3,402.4,531.3,387.1,144.2,532.9,388.3,144.6,7.965,2
CHEECA_80W_25N,24.898,-80.619,10/21/16,18:17,542.2,2,8.89,393.6,2,8.68,1009.9,27.7,97.57,26.909,35.445,547.1,397,524.8,380.9,143.9,526.5,382.1,144.4,7.97,2
CHEECA_80W_25N,24.898,-80.619,10/21/16,21:17,501.5,2,8.26,394.9,2,8.01,1009.6,28.9,98.71,26.926,35.417,505.7,398.1,484.9,381.8,103.1,486.5,383,103.4,7.99,2
CHEECA_80W_25N,24.898,-80.619,10/22/16,0:17,495.7,2,7.35,397.1,2,6.57,1011.1,28.8,99.39,26.802,35.399,499.4,399.8,479.8,384.1,95.8,481.3,385.3,96.1,7.99,2
CHEECA_80W_25N,24.898,-80.619,10/22/16,3:17,500.3,2,7.63,398,2,7.03,1012.1,28,99.33,26.708,35.521,504.1,400.8,485,385.6,99.4,486.5,386.8,99.7,7.993,2
CHEECA_80W_25N,24.898,-80.619,10/22/16,6:17,511.9,2,8.23,399.7,2,7.77,1012,27.4,98.81,26.598,35.54,516.1,402.8,496.5,387.5,109,498.1,388.7,109.4,7.984,2
CHEECA_80W_25N,24.898,-80.619,10/22/16,9:17,505.7,2,8.33,405.4,2,7.96,1012.3,27,98.51,26.518,35.552,509.9,408.7,490.8,393.4,97.4,492.4,394.6,97.8,7.986,2
CHEECA_80W_25N,24.898,-80.619,10/22/16,12:17,543.8,2,8.52,413.4,2,8.34,1013.9,26.6,97.49,26.385,35.444,548.5,416.9,528.9,402,126.9,530.6,403.3,127.3,7.958,2
CHEECA_80W_25N,24.898,-80.619,10/22/16,15:17,494.8,2,9.17,409.3,2,9.03,1015.6,26.6,97.86,26.404,35.532,499.4,413,482.4,399,83.5,483.9,400.2,83.7,8,2
CHEECA_80W_25N,24.898,-80.619,10/22/16,18:17,460.8,2,9.15,403.7,2,8.85,1014.5,27.4,99.08,26.648,35.555,465.1,407.3,448.5,392.9,55.7,449.9,394.1,55.8,8.016,2
CHEECA_80W_25N,24.898,-80.619,10/22/16,21:17,466.6,2,9.45,400.5,2,8.51,1014,28.5,99.83,26.691,35.424,471.1,403.9,454,389.3,64.7,455.5,390.5,64.9,8.013,2
CHEECA_80W_25N,24.898,-80.619,10/23/16,0:17,474.6,2,6.74,400.2,2,5.25,1015.6,28.8,100.15,26.521,35.377,477.8,402.4,461.4,388.6,72.8,462.9,389.8,73.1,8.008,2
CHEECA_80W_25N,24.898,-80.619,10/23/16,3:17,478.4,2,8.02,400.6,2,6.94,1017.8,27.3,99.83,26.243,35.393,482.3,403.4,467.1,390.6,76.4,468.5,391.9,76.7,8.008,2
CHEECA_80W_25N,24.898,-80.619,10/23/16,6:17,454.2,2,8.57,407.2,2,7.88,1017.8,25.9,99.33,26.135,35.576,458.1,410.5,443.8,397.6,46.1,445.2,398.9,46.3,8.03,2
CHEECA_80W_25N,24.898,-80.619,10/23/16,9:17,435.6,2,8.64,404.8,2,8.13,1017.4,25.1,98.9,26.152,35.795,439.4,408.2,425.4,395.2,30.2,426.8,396.4,30.3,8.041,2
CHEECA_80W_25N,24.898,-80.619,10/23/16,12:17,456,2,8.87,406.3,2,8.55,1019.6,24.5,98.22,25.78,35.707,460,409.8,446.7,398,48.7,448.1,399.2,48.9,8.029,2
CHEECA_80W_25N,24.898,-80.619,10/23/16,15:17,452.4,2,9.11,405.4,2,9.04,1021,24.4,98.54,25.587,35.563,456.5,409.1,444.1,398,46.1,445.5,399.2,46.3,8.035,2
CHEECA_80W_25N,24.898,-80.619,10/23/16,18:17,424.8,2,7.57,401.5,2,7.46,1019.7,25,99.6,25.87,35.599,428,404.5,415.6,392.8,22.8,416.9,394,22.9,8.048,2
CHEECA_80W_25N,24.898,-80.619,10/23/16,21:17,401.1,2,6.32,399.8,2,5.8,1019.5,25.6,100.54,25.968,35.639,403.6,402.1,391.8,390.3,1.5,393,391.5,1.5,8.065,2
CHEECA_80W_25N,24.898,-80.619,10/24/16,0:17,407.2,2,6.52,400.6,2,6.15,1020.3,25.5,100.75,25.774,35.63,409.9,403,398.3,391.7,6.7,399.6,392.9,6.7,8.099,2
CHEECA_80W_25N,24.898,-80.619,10/24/16,3:17,416.4,2,8.38,400.4,2,7.88,1021.3,25.2,100.29,25.604,35.63,419.9,403.6,408.6,392.7,15.9,409.9,394,15.9,8.049,2
CHEECA_80W_25N,24.898,-80.619,10/24/16,6:17,425.2,2,7.35,401.5,2,6.98,1020,25.2,99.46,25.484,35.639,428.3,404.3,416.3,393,23.4,417.7,394.2,23.4,8.059,2
CHEECA_80W_25N,24.898,-80.619,10/24/16,9:17,448.5,2,7.25,403.1,2,6.9,1019.9,25,98.44,25.412,35.675,451.8,405.9,439.2,394.6,44.6,440.6,395.9,44.7,8.027,2
CHEECA_80W_25N,24.898,-80.619,10/24/16,12:17,451.9,2,7.77,402.8,2,7.46,1021,24.9,97.64,25.306,35.679,455.5,405.8,443.3,395,48.3,444.8,396.3,48.5,8.03,2
CHEECA_80W_25N,24.898,-80.619,10/24/16,15:17,450.6,2,8.15,402.8,2,8,1022,24.9,97.01,25.184,35.671,454.3,406.1,442.7,395.7,47,444.1,397,47.1,8.049,2
CHEECA_80W_25N,24.898,-80.619,10/24/16,18:17,447.9,2,7.28,398.4,2,6.92,1019.7,25.3,97.1,25.246,35.685,451.2,401.2,438.7,390,48.7,440.1,391.3,48.8,8.037,2
CHEECA_80W_25N,24.898,-80.619,10/24/16,21:17,405.9,2,7.1,398.6,2,6.72,1019.3,25.6,98.33,25.528,35.84,408.8,401.3,397,389.7,7.3,398.3,391,7.3,8.058,2
CHEECA_80W_25N,24.898,-80.619,10/25/16,0:17,414.8,2,6.84,398.2,2,6.54,1020,25.5,98.82,25.5,35.902,417.7,400.8,406,389.6,16.4,407.3,390.8,16.4,8.043,2
CHEECA_80W_25N,24.898,-80.619,10/25/16,3:17,425.3,2,7.82,398.2,2,7.56,1020.3,25.2,98.9,25.395,35.898,428.7,401.2,416.9,390.2,26.7,418.2,391.4,26.8,8.046,2
CHEECA_80W_25N,24.898,-80.619,10/25/16,6:17,440.6,2,6.93,405.7,2,6.67,1019.3,25.2,98.85,25.21,35.815,443.7,408.5,431.2,397,34.2,432.5,398.2,34.3,8.069,2
CHEECA_80W_25N,24.898,-80.619,10/25/16,9:17,457.2,2,6.79,405.8,2,6.57,1018.2,24.9,98.49,25.043,35.848,460.4,408.5,447,396.7,50.4,448.5,397.9,50.5,8.027,2
CHEECA_80W_25N,24.898,-80.619,10/25/16,12:17,472.2,2,7.55,413.1,2,7.38,1019.1,24.6,98.27,24.877,35.865,475.8,416.2,462.6,404.6,58,464.1,405.9,58.2,8.014,2
CHEECA_80W_25N,24.898,-80.619,10/25/16,15:17,470.7,2,8.06,397.8,2,7.96,1020.6,24.8,98.38,24.906,35.876,474.5,401,462,390.4,71.6,463.5,391.7,71.8,8.007,2
CHEECA_80W_25N,24.898,-80.619,10/25/16,18:17,461.1,2,6.69,398.2,2,6.44,1018.7,25.3,98.83,25.082,35.949,464.2,400.8,450.9,389.3,61.6,452.4,390.6,61.8,7.97,2
CHEECA_80W_25N,24.898,-80.619,10/25/16,21:17,424.2,2,6.69,398.5,2,6.49,1018.2,25.4,99.36,25.245,36.155,427.1,401.1,414.5,389.4,25.2,415.9,390.6,25.2,8.046,2
CHEECA_80W_25N,24.898,-80.619,10/26/16,0:17,440.6,2,6.52,398.8,2,6.31,1019.4,25.3,99.52,25.119,36.049,443.5,401.4,431.1,390.1,40.9,432.5,391.4,41.1,8.046,2
CHEECA_80W_25N,24.898,-80.619,10/26/16,3:17,461.8,2,7.05,399.1,2,6.8,1020.2,25.1,99.23,24.867,35.885,465.1,401.8,452.7,391.1,61.6,454.2,392.4,61.8,8.018,2
CHEECA_80W_25N,24.898,-80.619,10/26/16,6:17,468.4,2,7.22,398.8,2,7,1019,25,98.8,24.596,35.857,471.8,401.6,458.9,390.6,68.3,460.4,391.9,68.5,8.015,2
CHEECA_80W_25N,24.898,-80.619,10/26/16,9:17,473.5,2,6.79,398.9,2,6.6,1018.2,24.9,98.4,24.332,35.948,476.8,401.5,463.6,390.4,73.2,465.1,391.7,73.4,8.014,2
CHEECA_80W_25N,24.898,-80.619,10/26/16,12:17,487.1,2,7.16,398.6,2,6.97,1019.4,24.7,98.05,24.246,36.003,490.7,401.4,477.7,390.9,86.9,479.3,392.1,87.2,8.035,2
CHEECA_80W_25N,24.898,-80.619,10/26/16,15:17,481.9,2,7.56,398,2,7.41,1020.7,24.8,97.89,24.324,36.034,485.5,401,473.3,390.9,82.4,474.8,392.1,82.7,7.997,2
CHEECA_80W_25N,24.898,-80.619,10/26/16,18:17,471.1,2,7.13,398.1,2,6.91,1018.7,25,98.16,24.517,36.069,474.5,400.9,461.4,389.9,71.6,462.9,391.1,71.8,8.012,2
CHEECA_80W_25N,24.898,-80.619,10/26/16,21:17,428.4,2,7.22,398.9,2,6.97,1018,25.4,98.77,25.231,36.389,431.6,401.7,418.8,389.9,28.9,420.2,391.2,29,8.037,2
CHEECA_80W_25N,24.898,-80.619,10/27/16,0:17,427.7,2,6.62,400.3,2,6.45,1018.3,25.5,98.82,25.254,36.43,430.6,402.9,418,391.1,26.9,419.3,392.3,27,8.041,2
CHEECA_80W_25N,24.898,-80.619,10/27/16,3:17,425.2,2,7,399.4,2,6.88,1019.4,25.5,98.61,25.266,36.426,428.2,402.2,416.1,390.8,25.2,417.4,392.1,25.3,8.05,2
CHEECA_80W_25N,24.898,-80.619,10/27/16,6:17,426.7,2,7.16,399.2,2,7.03,1017.5,25.5,98.29,25.722,36.433,429.8,402,416.5,389.6,26.9,417.8,390.9,27,8.043,2
CHEECA_80W_25N,24.898,-80.619,10/27/16,9:17,400.6,2,7.02,399.3,2,6.86,1016.8,25.6,98.29,26.134,36.453,403.4,402,390.4,389.1,1.3,391.6,390.3,1.3,8.08,2
CHEECA_80W_25N,24.898,-80.619,10/27/16,12:17,425.8,2,6.91,398.8,2,6.77,1018.2,25.6,98.05,25.198,36.412,428.7,401.5,416.2,389.8,26.4,417.5,391,26.5,8.031,2
CHEECA_80W_25N,24.898,-80.619,10/27/16,15:17,421.4,2,7.2,398.5,2,7.11,1019.1,25.5,97.88,25.004,36.385,424.4,401.4,412.6,390.2,22.4,413.9,391.4,22.5,8.059,2
CHEECA_80W_25N,24.898,-80.619,10/27/16,18:17,503.6,2,7.1,399,2,6.98,1017.3,25.6,97.7,24.522,36.05,507.3,401.8,492.6,390.1,102.4,494.2,391.4,102.8,7.996,2
CHEECA_80W_25N,24.898,-80.619,10/27/16,21:17,544.7,2,6.13,399.3,2,6.02,1017.8,25.2,97.65,24.324,35.65,548.1,401.7,532.7,390.4,142.2,534.4,391.7,142.7,7.954,2
CHEECA_80W_25N,24.898,-80.619,10/28/16,0:17,567.6,2,6.97,400.6,2,6.86,1017.8,24.8,97.46,24.226,35.578,571.6,403.4,555.6,392.1,163.5,557.4,393.4,164,7.941,2
CHEECA_80W_25N,24.898,-80.619,10/28/16,3:17,574.7,2,6.99,399.1,2,6.9,1017.9,24.8,97.1,24.203,35.615,578.8,401.9,562.7,390.8,171.9,564.5,392,172.5,7.938,2
CHEECA_80W_25N,24.898,-80.619,10/28/16,6:17,575.7,2,6.97,399.1,2,6.86,1016.5,24.9,96.77,24.148,35.611,579.7,401.9,562.8,390.2,172.7,564.7,391.4,173.2,7.945,2
CHEECA_80W_25N,24.898,-80.619,10/28/16,9:17,565.6,2,6.71,399.2,2,6.59,1015.4,25,96.69,24.074,35.56,569.4,401.9,552.3,389.8,162.5,554.1,391.1,163,7.946,2
CHEECA_80W_25N,24.898,-80.619,10/28/16,12:17,575.3,2,6.63,399,2,6.48,1016.2,25.1,96.63,23.998,35.465,579.2,401.6,562.3,389.9,172.4,564.2,391.2,173,7.92,2
CHEECA_80W_25N,24.898,-80.619,10/28/16,15:17,591.5,2,6.94,398.9,2,6.83,1017.8,25.2,96.52,24.048,35.442,595.6,401.6,579.1,390.6,188.6,581,391.8,189.2,7.935,2
CHEECA_80W_25N,24.898,-80.619,10/28/16,18:17,586.1,2,6.62,398.6,2,6.47,1015.9,25.2,96.48,24.135,35.453,590,401.2,572.5,389.3,183.2,574.4,390.6,183.8,7.936,2
CHEECA_80W_25N,24.898,-80.619,10/28/16,21:17,578.7,2,6.79,398.6,2,6.66,1014.7,25.3,96.54,24.157,35.408,582.7,401.2,564.7,388.8,175.8,566.5,390.1,176.4,7.95,2
CHEECA_80W_25N,24.898,-80.619,10/29/16,0:17,592,2,6.63,398.2,2,6.5,1015.5,25.3,96.59,24.111,35.32,596,400.8,578.1,388.8,189.3,580,390.1,189.9,7.942,2
CHEECA_80W_25N,24.898,-80.619,10/29/16,3:17,589.3,2,6.75,398.2,2,6.63,1016.3,25.3,96.55,24.005,35.23,593.3,400.9,576.1,389.3,186.8,577.9,390.5,187.4,7.94,2
CHEECA_80W_25N,24.898,-80.619,10/29/16,6:17,580.4,2,6.82,397.9,2,6.7,1015.2,25.3,96.41,23.979,35.254,584.4,400.6,566.9,388.6,178.3,568.7,389.8,178.9,7.938,2
CHEECA_80W_25N,24.898,-80.619,10/29/16,9:17,582.4,2,6.73,398,2,6.61,1014.3,25.4,96.22,23.964,35.243,586.3,400.6,568.2,388.2,179.9,570,389.5,180.5,7.947,2
CHEECA_80W_25N,24.898,-80.619,10/29/16,12:17,587.9,2,6.62,398,2,6.51,1015.7,25.5,96.25,23.939,35.053,591.8,400.6,574.4,388.8,185.6,576.2,390.1,186.2,7.943,2
CHEECA_80W_25N,24.898,-80.619,10/29/16,15:17,622.5,2,6.86,397.6,2,6.78,1016.7,25.5,96.16,23.988,34.615,626.8,400.3,608.8,388.8,220,610.8,390.1,220.7,7.921,2
CHEECA_80W_25N,24.898,-80.619,10/29/16,18:17,642.1,2,6.81,397.7,2,6.7,1015.1,25.7,96.2,24.105,34.578,646.6,400.4,626.9,388.2,238.7,629,389.5,239.5,7.925,2
CHEECA_80W_25N,24.898,-80.619,10/29/16,21:17,608.3,2,6.47,396.6,2,6.34,1014.1,25.8,96.32,24.252,34.681,612.3,399.2,592.9,386.5,206.4,594.8,387.8,207,7.935,2
CHEECA_80W_25N,24.898,-80.619,10/30/16,0:17,609.4,2,6.56,397.2,2,6.42,1015.3,25.8,96.42,24.223,34.548,613.5,399.8,594.8,387.6,207.2,596.7,388.9,207.9,7.924,2
CHEECA_80W_25N,24.898,-80.619,10/30/16,3:17,611.7,2,6.88,397.2,2,6.76,1016,25.8,96.47,24.194,34.451,616,399.9,597.7,388,209.6,599.6,389.3,210.3,7.931,2
CHEECA_80W_25N,24.898,-80.619,10/30/16,6:17,626.9,2,6.8,396.6,2,6.67,1015.4,25.8,96.33,24.179,34.374,631.2,399.3,612.1,387.2,224.9,614.1,388.5,225.6,7.933,2
CHEECA_80W_25N,24.898,-80.619,10/30/16,9:17,631,2,6.99,396.9,2,6.86,1014.8,25.8,96.15,24.153,34.389,635.4,399.6,615.9,387.3,228.6,617.9,388.6,229.3,7.925,2
CHEECA_80W_25N,24.898,-80.619,10/30/16,12:17,642.8,2,6.93,397.1,2,6.8,1015.8,25.8,96.07,24.149,34.168,647.3,399.8,628,387.9,240.1,630.1,389.2,240.9,7.92,2
CHEECA_80W_25N,24.898,-80.619,10/30/16,15:17,638.7,2,7.18,397.1,2,7.09,1016.6,25.9,96.06,24.292,34.322,643.3,400,624.5,388.2,236.2,626.5,389.5,237,7.92,2
CHEECA_80W_25N,24.898,-80.619,10/30/16,18:17,601.2,2,7.05,396.1,2,6.94,1014.7,26,96.39,24.528,34.896,605.5,398.9,586.4,386.3,200.1,588.3,387.6,200.8,7.947,2
CHEECA_80W_25N,24.898,-80.619,10/30/16,21:17,581.5,2,5.97,397.4,2,5.78,1013.9,26.2,96.68,24.683,35.064,585,399.7,565.9,386.7,179.2,567.7,388,179.8,7.933,2
CHEECA_80W_25N,24.898,-80.619,10/31/16,0:17,578.8,2,6.96,398,2,6.84,1015,26,96.79,24.725,35.068,582.9,400.7,564.4,388.1,176.4,566.3,389.3,176.9,7.938,2
CHEECA_80W_25N,24.898,-80.619,10/31/16,3:17,591.3,2,7.14,397.3,2,7.04,1015.5,26,96.88,24.743,34.902,595.5,400.1,577,387.7,189.4,578.9,388.9,190,7.938,2
CHEECA_80W_25N,24.898,-80.619,10/31/16,6:17,597.5,2,7.05,394.2,2,6.93,1014.3,26,96.7,24.706,34.923,601.8,397,582.4,384.2,198.2,584.3,385.4,198.8,7.926,2
CHEECA_80W_25N,24.898,-80.619,10/31/16,9:17,588.6,2,7.15,397.5,2,7.05,1013.2,26,96.44,24.652,35.112,592.9,400.3,573.2,387,186.2,575.1,388.3,186.8,7.932,2
CHEECA_80W_25N,24.898,-80.619,10/31/16,12:17,605.1,2,6.83,397,2,6.71,1014.7,26,96.31,24.607,34.933,609.2,399.7,589.9,387.1,202.9,591.8,388.3,203.5,7.925,2
CHEECA_80W_25N,24.898,-80.619,10/31/16,15:17,591.3,2,7.74,396.6,2,7.61,1015.8,26.1,96.43,24.68,34.847,595.9,399.7,577.7,387.4,190.2,579.5,388.7,190.9,7.934,2
CHEECA_80W_25N,24.898,-80.619,10/31/16,18:17,580.5,2,6.77,396.7,2,6.59,1014.4,26.3,96.83,24.83,34.901,584.4,399.3,565.5,386.4,179.1,567.4,387.7,179.7,7.938,2
CHEECA_80W_25N,24.898,-80.619,10/31/16,21:17,585.1,2,6.66,397.8,2,6.53,1013.8,26.3,97.12,24.879,34.861,589,400.4,569.6,387.2,182.4,571.4,388.4,183,7.931,2
CHEECA_80W_25N,24.898,-80.619,11/1/16,0:17,596.4,2,7.13,397.6,2,7.02,1015.4,26.1,97.26,24.908,34.852,600.7,400.4,581.8,387.8,194,583.6,389.1,194.6,7.928,2
CHEECA_80W_25N,24.898,-80.619,11/1/16,3:17,610,2,6.97,398,2,6.84,1016.3,26,97.12,24.866,34.844,614.3,400.8,595.6,388.6,207,597.5,389.8,207.7,7.919,2
CHEECA_80W_25N,24.898,-80.619,11/1/16,6:17,607.8,2,6.99,398.1,2,6.87,1015.8,25.9,96.99,24.805,34.825,612.1,400.9,593.2,388.5,204.7,595.1,389.7,205.3,7.923,2
CHEECA_80W_25N,24.898,-80.619,11/1/16,9:17,605.2,2,7.05,398.1,2,6.89,1015.9,25.7,96.78,24.714,34.735,609.6,400.9,590.9,388.6,202.3,592.8,389.9,202.9,7.926,2
CHEECA_80W_25N,24.898,-80.619,11/1/16,12:17,595.1,2,7.04,398.5,2,6.89,1017.3,25.6,96.6,24.673,34.854,599.4,401.2,581.9,389.5,192.3,583.8,390.8,193,7.931,2
CHEECA_80W_25N,24.898,-80.619,11/1/16,15:17,600.6,2,7.45,397.9,2,7.32,1018.8,25.6,96.73,24.71,34.508,605.1,400.9,588.3,389.7,198.6,590.2,391,199.2,7.921,2
CHEECA_80W_25N,24.898,-80.619,11/1/16,18:17,570.6,2,6.95,398,2,6.78,1017.6,25.7,97.22,24.986,34.985,574.6,400.7,557.7,388.9,168.8,559.5,390.1,169.3,7.948,2
CHEECA_80W_25N,24.898,-80.619,11/1/16,21:17,574.9,2,6.62,398.2,2,6.34,1016.9,26,97.72,25.069,34.935,578.8,400.7,561.3,388.6,172.7,563.1,389.9,173.2,7.942,2
CHEECA_80W_25N,24.898,-80.619,11/2/16,0:17,548.6,2,6.67,398.8,2,6.46,1017.9,26.1,97.86,25.067,35.124,552.3,401.4,536.1,389.6,146.5,537.8,390.8,147,7.954,2
CHEECA_80W_25N,24.898,-80.619,11/2/16,3:17,570.5,2,6.95,398.5,2,6.76,1018.6,25.9,97.78,24.993,34.748,574.5,401.2,558.2,389.8,168.4,560,391.1,168.9,7.945,2
CHEECA_80W_25N,24.898,-80.619,11/2/16,6:17,524.5,2,6.82,399.2,2,6.61,1018.3,25.7,97.79,24.996,35.042,528.1,401.9,512.9,390.3,122.6,514.6,391.5,123,7.975,2
CHEECA_80W_25N,24.898,-80.619,11/2/16,9:17,536.5,2,7.4,398.9,2,7.21,1018.2,25.4,97.5,24.844,34.951,540.5,401.8,525,390.3,134.7,526.7,391.6,135.2,7.968,2
CHEECA_80W_25N,24.898,-80.619,11/2/16,12:17,555,2,7.15,398.6,2,6.95,1019.5,25.4,97.32,24.642,34.769,559,401.4,543.9,390.6,153.3,545.6,391.9,153.8,7.953,2
CHEECA_80W_25N,24.898,-80.619,11/2/16,15:17,593.7,2,7.64,397.9,2,7.5,1020.7,25.4,97.31,24.622,34.611,598.3,401,582.8,390.6,192.2,584.7,391.9,192.8,7.926,2
CHEECA_80W_25N,24.898,-80.619,11/2/16,18:17,647.5,2,7.08,397.7,2,6.92,1019,25.6,97.42,24.775,34.359,652.1,400.5,634,389.4,244.6,636.1,390.7,245.4,7.907,2
CHEECA_80W_25N,24.898,-80.619,11/2/16,21:17,662,2,6.65,399.7,2,6.37,1018.7,26,97.58,24.888,34.271,666.4,402.2,647.7,390.9,256.8,649.7,392.2,257.6,7.892,2
CHEECA_80W_25N,24.898,-80.619,11/3/16,0:17,657,2,6.72,401.1,2,6.49,1019.8,26,97.46,24.792,34.327,661.5,403.7,643.6,392.8,250.8,645.7,394.1,251.6,7.89,2
CHEECA_80W_25N,24.898,-80.619,11/3/16,3:17,621.5,2,6.93,400.5,2,6.74,1020.2,25.8,97.61,24.777,34.415,625.9,403.3,609.2,392.6,216.7,611.2,393.8,217.4,7.921,2
CHEECA_80W_25N,24.898,-80.619,11/3/16,6:17,615.6,2,7.06,400.3,2,6.86,1019.1,25.7,97.52,24.747,34.435,620,403.1,602.9,392,210.9,604.8,393.3,211.6,7.92,2
CHEECA_80W_25N,24.898,-80.619,11/3/16,9:17,656.8,2,7.04,399.8,2,6.8,1018.7,25.6,97.05,24.624,34.294,661.4,402.5,643.1,391.3,251.8,645.2,392.6,252.6,7.897,2
CHEECA_80W_25N,24.898,-80.619,11/3/16,12:17,658.7,2,7.3,399.5,2,7.13,1019.8,25.4,96.73,24.534,34.21,663.6,402.3,646,391.7,254.3,648.1,392.9,255.1,7.891,2
CHEECA_80W_25N,24.898,-80.619,11/3/16,15:17,650.5,2,7.6,398.9,2,7.47,1020.6,25.6,96.76,24.613,34.268,655.4,401.9,638.5,391.5,247,640.6,392.8,247.8,7.893,2
CHEECA_80W_25N,24.898,-80.619,11/3/16,18:17,681.5,2,7.29,397.3,2,7.15,1018.7,26.1,97.07,24.911,34.095,686.5,400.1,667.1,388.8,278.3,669.3,390.1,279.2,7.887,2
CHEECA_80W_25N,24.898,-80.619,11/3/16,21:17,679,2,6.91,398.3,2,6.55,1017.7,27,97.51,25.04,34.083,683.8,400.9,663.6,389.1,274.5,665.8,390.4,275.4,7.881,2
CHEECA_80W_25N,24.898,-80.619,11/4/16,0:17,679.4,2,5.71,400.9,2,5.27,1018.2,27.1,97.76,24.92,34.134,683.3,403,663.6,391.4,272.2,665.8,392.7,273.1,7.887,2
CHEECA_80W_25N,24.898,-80.619,11/4/16,3:17,667.6,2,6.93,401.9,2,6.58,1018.5,26.5,97.77,24.774,34.312,672.3,404.6,653.3,393.2,260.1,655.4,394.5,261,7.889,2
CHEECA_80W_25N,24.898,-80.619,11/4/16,6:17,644.4,2,7.11,399.7,2,6.94,1017.7,25.9,97.79,24.735,34.53,649,402.5,630.2,390.9,239.4,632.3,392.1,240.1,7.906,2
CHEECA_80W_25N,24.898,-80.619,11/4/16,9:17,645.8,2,7.84,399.6,2,7.6,1017.3,25.5,97.39,24.697,34.652,650.9,402.7,631.9,390.9,241,633.9,392.2,241.8,7.905,2
CHEECA_80W_25N,24.898,-80.619,11/4/16,12:17,692.7,2,7.43,408.8,2,7.26,1018.1,25.2,96.87,24.533,34.222,697.9,411.8,678.3,400.2,278.1,680.5,401.5,279,7.882,2
