Mooring Name,Latitude,Longitude,Date,Time,xCO2 SW (wet) (umol/mol),CO2 SW QF,H2O SW (mmol/mol),xCO2 Air (wet) (umol/mol),CO2 Air QF,H2O Air (mmol/mol),Licor Atm Pressure (hPa),Licor Temp (C),MAPCO2 %O2,SST (C),Salinity,xCO2 SW (dry) (umol/mol),xCO2 Air (dry) (umol/mol),fCO2 SW (sat) uatm,fCO2 Air (sat) uatm,dfCO2,pCO2 SW (sat) uatm,pCO2 Air (sat) uatm,dpCO2,pH_Total_Scale,PH_QF
CHEECA_80W_25N,24.898,-80.619,5/13/16,15:17,297.8,2,6.36,402.4,2,6.02,1018.7,27.4,100.04,-999,-999,299.7,404.8,-999,-999,-999,-999,-999,-999,-999,5
CHEECA_80W_25N,24.898,-80.619,5/13/16,18:17,320.6,2,6.54,404,2,5.69,1017.6,29.2,101.03,-999,-999,322.7,406.4,-999,-999,-999,-999,-999,-999,-999,5
CHEECA_80W_25N,24.898,-80.619,5/13/16,21:17,336.1,2,6.53,404.3,2,5.68,1016.4,30.5,102.5,-999,-999,338.3,406.7,-999,-999,-999,-999,-999,-999,-999,5
CHEECA_80W_25N,24.898,-80.619,5/14/16,0:17,324.3,2,5.94,404.8,2,5.02,1016.7,31.1,103.36,-999,-999,326.3,406.8,-999,-999,-999,-999,-999,-999,-999,5
CHEECA_80W_25N,24.898,-80.619,5/14/16,3:17,317.5,2,6.04,404.9,2,5.29,1017.6,30,104.17,-999,-999,319.4,407.1,-999,-999,-999,-999,-999,-999,-999,5
CHEECA_80W_25N,24.898,-80.619,5/14/16,6:17,324.5,2,5.94,404.9,2,5.35,1015.8,28.9,104.12,-999,-999,326.5,407.1,-999,-999,-999,-999,-999,-999,-999,5
CHEECA_80W_25N,24.898,-80.619,5/14/16,9:17,329.4,2,5.9,405,2,5.38,1015.3,28.3,103.77,-999,-999,331.4,407.2,-999,-999,-999,-999,-999,-999,-999,5
CHEECA_80W_25N,24.898,-80.619,5/14/16,12:17,332.5,2,6.35,407,2,5.96,1016.9,27.9,103.06,-999,-999,334.7,409.4,-999,-999,-999,-999,-999,-999,-999,5
CHEECA_80W_25N,24.898,-80.619,5/14/16,15:17,310.8,2,6.91,406,2,6.26,1017.6,28.5,103.55,-999,-999,313,408.6,-999,-999,-999,-999,-999,-999,-999,5
CHEECA_80W_25N,24.898,-80.619,5/14/16,18:17,313.2,2,7.2,403.9,2,6.16,1016.4,30.2,104.62,-999,-999,315.5,406.4,-999,-999,-999,-999,-999,-999,-999,5
CHEECA_80W_25N,24.898,-80.619,5/14/16,21:17,298.1,2,6.7,403.5,2,5.66,1014.8,32,106.38,-999,-999,300.1,405.8,-999,-999,-999,-999,-999,-999,-999,5
CHEECA_80W_25N,24.898,-80.619,5/15/16,0:17,298,2,6.28,404.1,2,5.24,1015.1,32,106.97,-999,-999,299.9,406.2,-999,-999,-999,-999,-999,-999,-999,5
CHEECA_80W_25N,24.898,-80.619,5/15/16,3:17,277.4,2,6.2,404.8,2,5.54,1017.1,30.7,106.14,-999,-999,279.2,407.1,-999,-999,-999,-999,-999,-999,-999,5
CHEECA_80W_25N,24.898,-80.619,5/15/16,6:17,279.6,2,6.05,405.1,2,5.52,1016.5,29.6,104.68,-999,-999,281.3,407.4,-999,-999,-999,-999,-999,-999,-999,5
CHEECA_80W_25N,24.898,-80.619,5/15/16,9:17,283.7,2,5.93,405.2,2,5.44,1016.4,28.7,104.35,-999,-999,285.4,407.5,-999,-999,-999,-999,-999,-999,-999,5
CHEECA_80W_25N,24.898,-80.619,5/15/16,12:17,296.7,2,6.3,409.5,2,5.98,1017.5,28.2,103.65,-999,-999,298.6,411.9,-999,-999,-999,-999,-999,-999,-999,5
CHEECA_80W_25N,24.898,-80.619,5/15/16,15:17,297.7,2,6.9,409.3,2,6.35,1018.2,28.8,103.46,-999,-999,299.8,411.9,-999,-999,-999,-999,-999,-999,-999,5
CHEECA_80W_25N,24.898,-80.619,5/15/16,18:17,300.6,2,6.87,409.7,2,6.04,1017.7,30,104.19,-999,-999,302.7,412.2,-999,-999,-999,-999,-999,-999,-999,5
CHEECA_80W_25N,24.898,-80.619,5/15/16,21:17,309.7,2,6.81,408.4,2,6.07,1016.3,30.8,105.44,-999,-999,311.9,410.9,-999,-999,-999,-999,-999,-999,-999,5
CHEECA_80W_25N,24.898,-80.619,5/16/16,0:17,301.9,2,6.39,404.2,2,5.83,1016.9,31,106.42,-999,-999,303.9,406.6,-999,-999,-999,-999,-999,-999,-999,5
CHEECA_80W_25N,24.898,-80.619,5/16/16,3:17,309,2,6.34,404.3,2,5.85,1018.8,30,106.27,-999,-999,311,406.7,-999,-999,-999,-999,-999,-999,-999,5
CHEECA_80W_25N,24.898,-80.619,5/16/16,6:17,308,2,6.32,403.8,2,5.88,1017.6,29.2,105.9,-999,-999,310,406.2,-999,-999,-999,-999,-999,-999,-999,5
CHEECA_80W_25N,24.898,-80.619,5/16/16,9:17,316.9,2,6.22,403.8,2,5.88,1016.9,28.8,105.3,-999,-999,318.9,406.2,-999,-999,-999,-999,-999,-999,-999,5
CHEECA_80W_25N,24.898,-80.619,5/16/16,12:17,322.7,2,6.74,403.4,2,6.44,1018.3,28.6,104.24,-999,-999,324.9,406,-999,-999,-999,-999,-999,-999,-999,5
CHEECA_80W_25N,24.898,-80.619,5/16/16,15:17,307.3,2,7.1,403,2,6.65,1019.3,29.3,104.07,-999,-999,309.5,405.7,-999,-999,-999,-999,-999,-999,-999,5
CHEECA_80W_25N,24.898,-80.619,5/16/16,18:17,302,2,6.87,403.6,2,6.32,1018.5,30.1,104.85,-999,-999,304.1,406.1,-999,-999,-999,-999,-999,-999,-999,5
CHEECA_80W_25N,24.898,-80.619,5/16/16,21:17,285.2,2,6.68,403.8,2,6.26,1017.1,30.4,105.86,-999,-999,287.1,406.3,-999,-999,-999,-999,-999,-999,-999,5
CHEECA_80W_25N,24.898,-80.619,5/17/16,0:17,289.7,2,6.52,403.6,2,6.23,1017.9,30.1,106.91,-999,-999,291.6,406.1,-999,-999,-999,-999,-999,-999,-999,5
CHEECA_80W_25N,24.898,-80.619,5/17/16,3:17,301.6,2,6.74,403.2,2,6.52,1019.4,29.5,106.51,-999,-999,303.7,405.9,-999,-999,-999,-999,-999,-999,-999,5
CHEECA_80W_25N,24.898,-80.619,5/17/16,6:17,317.5,2,6.75,403.2,2,6.51,1017.9,29.2,105.16,-999,-999,319.7,405.9,-999,-999,-999,-999,-999,-999,-999,5
CHEECA_80W_25N,24.898,-80.619,5/17/16,9:17,310.6,2,6.84,403.6,2,6.58,1017.3,29,104.54,-999,-999,312.8,406.3,-999,-999,-999,-999,-999,-999,-999,5
CHEECA_80W_25N,24.898,-80.619,5/17/16,12:17,316.7,2,7.09,403.6,2,6.87,1018.8,28.9,103.98,-999,-999,319,406.4,-999,-999,-999,-999,-999,-999,-999,5
CHEECA_80W_25N,24.898,-80.619,5/17/16,15:17,315.6,2,7.72,402.7,2,7.37,1019.1,29.3,103.65,-999,-999,318,405.7,-999,-999,-999,-999,-999,-999,-999,5
CHEECA_80W_25N,24.898,-80.619,5/17/16,18:17,302,2,7.83,402.6,2,7.34,1017.1,30.2,104.65,-999,-999,304.4,405.6,-999,-999,-999,-999,-999,-999,-999,5
CHEECA_80W_25N,24.898,-80.619,5/17/16,21:17,280.9,2,8.19,402.9,2,7.56,1015.4,31.2,106.39,-999,-999,283.2,406,-999,-999,-999,-999,-999,-999,-999,5
CHEECA_80W_25N,24.898,-80.619,5/18/16,0:17,291.4,2,7.79,403.4,2,7.32,1015.3,31.4,106.9,-999,-999,293.7,406.4,-999,-999,-999,-999,-999,-999,-999,5
CHEECA_80W_25N,24.898,-80.619,5/18/16,3:17,290.5,2,8.07,403.2,2,7.76,1017.1,30.5,106.73,-999,-999,292.9,406.4,-999,-999,-999,-999,-999,-999,-999,5
CHEECA_80W_25N,24.898,-80.619,5/18/16,6:17,311,2,7.45,402.7,2,7.17,1015.2,29.9,105.33,-999,-999,313.3,405.6,-999,-999,-999,-999,-999,-999,-999,5
CHEECA_80W_25N,24.898,-80.619,5/18/16,9:17,341.8,2,7.81,403,2,7.56,1015.5,29.5,104.4,-999,-999,344.5,406.1,-999,-999,-999,-999,-999,-999,-999,5
CHEECA_80W_25N,24.898,-80.619,5/18/16,12:17,375.6,2,7.67,403.9,2,7.45,1015.8,29.3,102.67,-999,-999,378.5,407,-999,-999,-999,-999,-999,-999,-999,5
CHEECA_80W_25N,24.898,-80.619,5/18/16,15:17,359.1,2,8.54,408.7,2,8.34,1017.3,29.7,102.21,-999,-999,362.2,412.1,-999,-999,-999,-999,-999,-999,-999,5
CHEECA_80W_25N,24.898,-80.619,5/18/16,18:17,302.1,2,8.98,404.5,2,8.54,1016.2,31.3,103.88,-999,-999,304.8,408,-999,-999,-999,-999,-999,-999,-999,5
CHEECA_80W_25N,24.898,-80.619,5/18/16,21:17,346.6,2,7.85,403.4,2,7.02,1014.8,32.9,105.21,-999,-999,349.3,406.2,-999,-999,-999,-999,-999,-999,-999,5
CHEECA_80W_25N,24.898,-80.619,5/19/16,0:17,341,2,8.05,403.5,2,7.5,1016.3,32.3,105.95,-999,-999,343.8,406.6,-999,-999,-999,-999,-999,-999,-999,5
CHEECA_80W_25N,24.898,-80.619,5/19/16,3:17,307.5,2,7.76,403.3,2,7.5,1018.3,30.9,106.03,-999,-999,309.9,406.3,-999,-999,-999,-999,-999,-999,-999,5
CHEECA_80W_25N,24.898,-80.619,5/19/16,6:17,378.4,2,7.72,403.1,2,7.49,1016.9,29.1,104.19,-999,-999,381.4,406.1,-999,-999,-999,-999,-999,-999,-999,5
CHEECA_80W_25N,24.898,-80.619,5/19/16,9:17,391.6,2,7.53,403,2,7.2,1016.5,28.6,102.55,-999,-999,394.6,405.9,-999,-999,-999,-999,-999,-999,-999,5
CHEECA_80W_25N,24.898,-80.619,5/19/16,12:17,397.8,2,7.19,403.2,2,6.87,1017.9,28.5,100.86,-999,-999,400.7,406,-999,-999,-999,-999,-999,-999,-999,5
CHEECA_80W_25N,24.898,-80.619,5/19/16,15:17,384.7,2,7.28,403.4,2,7.02,1018.9,28.3,99.98,-999,-999,387.5,406.2,-999,-999,-999,-999,-999,-999,-999,5
CHEECA_80W_25N,24.898,-80.619,5/19/16,18:17,343.2,2,7.76,403.2,2,7.56,1016.9,28.1,100.39,-999,-999,345.9,406.2,-999,-999,-999,-999,-999,-999,-999,5
CHEECA_80W_25N,24.898,-80.619,5/19/16,21:17,324.8,2,8.13,402.5,2,7.51,1014.9,29.5,101.54,-999,-999,327.5,405.5,-999,-999,-999,-999,-999,-999,-999,5
CHEECA_80W_25N,24.898,-80.619,5/20/16,0:17,324.1,2,7.54,403,2,7.03,1016.8,30.3,102.7,-999,-999,326.5,405.9,-999,-999,-999,-999,-999,-999,-999,5
CHEECA_80W_25N,24.898,-80.619,5/20/16,3:17,331.2,2,7.67,403.9,2,7.32,1018.1,29.8,102.81,-999,-999,333.7,406.9,-999,-999,-999,-999,-999,-999,-999,5
CHEECA_80W_25N,24.898,-80.619,5/20/16,6:17,352.6,2,7.94,403.4,2,7.65,1017.3,29.3,101.63,-999,-999,355.4,406.5,-999,-999,-999,-999,-999,-999,-999,5
CHEECA_80W_25N,24.898,-80.619,5/20/16,9:17,365.3,2,7.62,403.2,2,7.34,1016.9,29,100.61,-999,-999,368.1,406.2,-999,-999,-999,-999,-999,-999,-999,5
CHEECA_80W_25N,24.898,-80.619,5/20/16,12:17,394.6,2,8.15,403,2,7.92,1018.5,28.9,99.54,-999,-999,397.8,406.2,-999,-999,-999,-999,-999,-999,-999,5
CHEECA_80W_25N,24.898,-80.619,5/20/16,15:17,372.9,2,8.23,402.3,2,7.93,1018.7,29.5,100,-999,-999,376,405.5,-999,-999,-999,-999,-999,-999,-999,5
CHEECA_80W_25N,24.898,-80.619,5/20/16,18:17,336.7,2,8.65,402.1,2,7.86,1018.2,30.9,101.78,-999,-999,339.6,405.3,-999,-999,-999,-999,-999,-999,-999,5
CHEECA_80W_25N,24.898,-80.619,5/20/16,21:17,317.5,2,8.9,402.4,2,8.01,1016.5,32.4,103.92,-999,-999,320.4,405.6,-999,-999,-999,-999,-999,-999,-999,5
CHEECA_80W_25N,24.898,-80.619,5/21/16,0:17,334.7,2,9.01,402.6,2,8.13,1018,32.9,104.4,-999,-999,337.8,406,-999,-999,-999,-999,-999,-999,-999,5
CHEECA_80W_25N,24.898,-80.619,5/21/16,3:17,345.8,2,9.43,403.2,2,8.82,1018.7,31.8,104.34,-999,-999,349.1,406.8,-999,-999,-999,-999,-999,-999,-999,5
CHEECA_80W_25N,24.898,-80.619,5/21/16,6:17,354.8,2,9.12,403.2,2,8.61,1017.6,30.7,104.15,-999,-999,358.1,406.7,-999,-999,-999,-999,-999,-999,-999,5
CHEECA_80W_25N,24.898,-80.619,5/21/16,9:17,376.2,2,8.56,403.4,2,8.12,1017.5,30,103.37,-999,-999,379.4,406.7,-999,-999,-999,-999,-999,-999,-999,5
CHEECA_80W_25N,24.898,-80.619,5/21/16,12:17,392.3,2,8.94,402.9,2,8.72,1017.8,29.5,102.61,-999,-999,395.8,406.5,-999,-999,-999,-999,-999,-999,-999,5
CHEECA_80W_25N,24.898,-80.619,5/21/16,15:17,383.9,2,8.95,401.9,2,8.66,1018.1,30,102.68,-999,-999,387.4,405.4,-999,-999,-999,-999,-999,-999,-999,5
CHEECA_80W_25N,24.898,-80.619,5/21/16,18:17,355.5,2,9.38,401.3,2,8.33,1017.3,31.9,104.02,-999,-999,358.9,404.7,-999,-999,-999,-999,-999,-999,-999,5
CHEECA_80W_25N,24.898,-80.619,5/21/16,21:17,328.8,2,10.11,400.9,2,8.75,1015.3,33.9,106.16,-999,-999,332.2,404.4,-999,-999,-999,-999,-999,-999,-999,5
CHEECA_80W_25N,24.898,-80.619,5/22/16,0:17,335.1,2,9.58,401.8,2,8.38,1016.4,34.2,107.74,-999,-999,338.4,405.2,-999,-999,-999,-999,-999,-999,-999,5
CHEECA_80W_25N,24.898,-80.619,5/22/16,3:17,346.1,2,10.02,402.7,2,9.27,1016.1,32.9,107.93,-999,-999,349.6,406.5,-999,-999,-999,-999,-999,-999,-999,5
CHEECA_80W_25N,24.898,-80.619,5/22/16,6:17,346.4,2,9.54,403.2,2,8.9,1015.3,31.6,107.47,-999,-999,349.7,406.8,-999,-999,-999,-999,-999,-999,-999,5
CHEECA_80W_25N,24.898,-80.619,5/22/16,9:17,362.9,2,9.02,403.5,2,8.46,1014,30.6,106.42,-999,-999,366.3,406.9,-999,-999,-999,-999,-999,-999,-999,5
CHEECA_80W_25N,24.898,-80.619,5/22/16,12:17,368.2,2,9.87,403,2,9.6,1014.9,29.9,105.59,-999,-999,371.8,406.9,-999,-999,-999,-999,-999,-999,-999,5
CHEECA_80W_25N,24.898,-80.619,5/22/16,15:17,383.7,2,9.49,403.2,2,9.1,1015,30.5,105.21,-999,-999,387.4,406.9,-999,-999,-999,-999,-999,-999,-999,5
CHEECA_80W_25N,24.898,-80.619,5/22/16,18:17,348.5,2,9.72,402.2,2,8.39,1014.1,32.2,105.85,-999,-999,352,405.7,-999,-999,-999,-999,-999,-999,-999,5
CHEECA_80W_25N,24.898,-80.619,5/22/16,21:17,308.2,2,9.57,403.4,2,8.35,1012.8,33.5,107.98,-999,-999,311.2,406.8,-999,-999,-999,-999,-999,-999,-999,5
CHEECA_80W_25N,24.898,-80.619,5/23/16,0:17,311.8,2,9.4,403.5,2,8.37,1012.8,33.6,109.13,-999,-999,314.7,407,-999,-999,-999,-999,-999,-999,-999,5
CHEECA_80W_25N,24.898,-80.619,5/23/16,3:17,319.7,2,9.86,404,2,9.09,1014.4,32.3,108.79,-999,-999,322.9,407.8,-999,-999,-999,-999,-999,-999,-999,5
CHEECA_80W_25N,24.898,-80.619,5/23/16,6:17,309.5,2,9.36,401.4,2,8.61,1013.4,31.1,107.97,-999,-999,312.5,404.9,-999,-999,-999,-999,-999,-999,-999,5
CHEECA_80W_25N,24.898,-80.619,5/23/16,9:17,330.2,2,8.83,400.7,2,8.16,1013.6,30.1,106.62,-999,-999,333.1,404,-999,-999,-999,-999,-999,-999,-999,5
CHEECA_80W_25N,24.898,-80.619,5/23/16,12:17,346,2,8.89,401.8,2,8.25,1014.7,29.3,104.67,-999,-999,349.1,405.2,-999,-999,-999,-999,-999,-999,-999,5
CHEECA_80W_25N,24.898,-80.619,5/23/16,15:17,338.7,2,9.8,397,2,9.23,1015.2,29.5,103.65,-999,-999,342.1,400.7,-999,-999,-999,-999,-999,-999,-999,5
CHEECA_80W_25N,24.898,-80.619,5/23/16,18:17,379.6,2,9.42,396.2,2,8.27,1015.5,30.6,102.03,-999,-999,383.2,399.5,-999,-999,-999,-999,-999,-999,-999,5
CHEECA_80W_25N,24.898,-80.619,5/23/16,21:17,367.4,2,9.31,399.2,2,7.85,1014.2,32.3,102.02,-999,-999,370.9,402.3,-999,-999,-999,-999,-999,-999,-999,5
CHEECA_80W_25N,24.898,-80.619,5/24/16,0:17,359.3,2,9.4,398.7,2,8.05,1015.3,32.5,101.91,-999,-999,362.7,401.9,-999,-999,-999,-999,-999,-999,-999,5
CHEECA_80W_25N,24.898,-80.619,5/24/16,3:17,375.7,2,9.75,400.1,2,8.61,1016.7,31.6,101.41,-999,-999,379.4,403.6,-999,-999,-999,-999,-999,-999,-999,5
CHEECA_80W_25N,24.898,-80.619,5/24/16,6:17,397.4,2,9.48,400.7,2,8.59,1016.7,30.6,100.25,-999,-999,401.3,404.2,-999,-999,-999,-999,-999,-999,-999,5
CHEECA_80W_25N,24.898,-80.619,5/24/16,9:17,410.5,2,9.08,401.6,2,8.39,1016.3,29.9,98.39,-999,-999,414.3,405,-999,-999,-999,-999,-999,-999,-999,5
CHEECA_80W_25N,24.898,-80.619,5/24/16,12:17,404,2,9.76,401.2,2,9.42,1017.6,29.5,97.4,-999,-999,408,405,-999,-999,-999,-999,-999,-999,-999,5
CHEECA_80W_25N,24.898,-80.619,5/24/16,15:17,386.8,2,9.46,399.7,2,8.93,1019.1,30.3,98.18,-999,-999,390.5,403.3,-999,-999,-999,-999,-999,-999,-999,5
CHEECA_80W_25N,24.898,-80.619,5/24/16,18:17,400.3,2,8.87,400.4,2,7.92,1019.1,31.4,98.3,-999,-999,403.9,403.6,-999,-999,-999,-999,-999,-999,-999,5
CHEECA_80W_25N,24.898,-80.619,5/24/16,21:17,373.7,2,9.26,400.5,2,8.24,1018.6,32.3,99.53,-999,-999,377.2,403.8,-999,-999,-999,-999,-999,-999,-999,5
CHEECA_80W_25N,24.898,-80.619,5/25/16,0:17,341.5,2,8.76,402.3,2,8.16,1019.8,32.1,101.1,-999,-999,344.5,405.6,-999,-999,-999,-999,-999,-999,-999,5
CHEECA_80W_25N,24.898,-80.619,5/25/16,3:17,326.1,2,9.64,401.4,2,9.17,1019.7,31,102.04,-999,-999,329.3,405.2,-999,-999,-999,-999,-999,-999,-999,5
CHEECA_80W_25N,24.898,-80.619,5/25/16,6:17,332.1,2,8.99,401.3,2,8.63,1019.1,30.3,102.78,-999,-999,335.1,404.8,-999,-999,-999,-999,-999,-999,-999,5
CHEECA_80W_25N,24.898,-80.619,5/25/16,9:17,347.1,2,8.81,401.6,2,8.35,1019.4,29.8,102.52,-999,-999,350.1,405,-999,-999,-999,-999,-999,-999,-999,5
CHEECA_80W_25N,24.898,-80.619,5/25/16,12:17,368.9,2,8.84,401.5,2,8.44,1020.4,29.4,101.39,-999,-999,372.2,404.9,-999,-999,-999,-999,-999,-999,-999,5
CHEECA_80W_25N,24.898,-80.619,5/25/16,15:17,326.2,2,8.4,400.7,2,8.09,1021.1,29.4,101.73,-999,-999,329,404,-999,-999,-999,-999,-999,-999,-999,5
CHEECA_80W_25N,24.898,-80.619,5/25/16,18:17,332.7,2,8.07,401,2,7.56,1021.1,29.5,103.16,-999,-999,335.4,404.1,-999,-999,-999,-999,-999,-999,-999,5
CHEECA_80W_25N,24.898,-80.619,5/25/16,21:17,313.2,2,8.36,400.9,2,7.87,1019.7,29.6,104.7,-999,-999,315.9,404,-999,-999,-999,-999,-999,-999,-999,5
CHEECA_80W_25N,24.898,-80.619,5/26/16,0:17,311.6,2,7.66,400,2,7.21,1019.5,29.3,105.62,-999,-999,314.1,402.9,-999,-999,-999,-999,-999,-999,-999,5
CHEECA_80W_25N,24.898,-80.619,5/26/16,3:17,-999,4,7.82,400.4,2,7.49,1020.6,28.4,103.56,-999,-999,-999,403.4,-999,-999,-999,-999,-999,-999,-999,5
CHEECA_80W_25N,24.898,-80.619,5/26/16,6:17,321.7,2,7.47,401.2,2,7.08,1019.7,27.9,102.59,-999,-999,324.2,404.1,-999,-999,-999,-999,-999,-999,-999,5
CHEECA_80W_25N,24.898,-80.619,5/26/16,9:17,324.5,2,7.6,401.7,2,7.18,1018.6,27.6,101.35,-999,-999,327,404.6,-999,-999,-999,-999,-999,-999,-999,5
CHEECA_80W_25N,24.898,-80.619,5/26/16,12:17,327.3,2,7.73,404.1,2,7.46,1018.9,27.4,100.64,-999,-999,329.9,407.1,-999,-999,-999,-999,-999,-999,-999,5
CHEECA_80W_25N,24.898,-80.619,5/26/16,15:17,325.4,2,7.55,401.7,2,6.87,1018.8,27.6,101.23,-999,-999,327.8,404.5,-999,-999,-999,-999,-999,-999,-999,5
CHEECA_80W_25N,24.898,-80.619,5/26/16,18:17,318.8,2,7.66,401.6,2,6.85,1018,28.2,102.36,-999,-999,321.2,404.4,-999,-999,-999,-999,-999,-999,-999,5
CHEECA_80W_25N,24.898,-80.619,5/26/16,21:17,314,2,8.13,401.2,2,7.32,1016.2,29,104,-999,-999,316.5,404.1,-999,-999,-999,-999,-999,-999,-999,5
CHEECA_80W_25N,24.898,-80.619,5/27/16,0:17,306.2,2,7.57,401.6,2,6.91,1016.4,29.6,105.06,-999,-999,308.6,404.4,-999,-999,-999,-999,-999,-999,-999,5
CHEECA_80W_25N,24.898,-80.619,5/27/16,3:17,313.2,2,7.75,402,2,7.29,1016.3,28.9,104.85,-999,-999,315.6,405,-999,-999,-999,-999,-999,-999,-999,5
CHEECA_80W_25N,24.898,-80.619,5/27/16,6:17,322,2,7.96,401.9,2,7.55,1015.5,28.2,104.08,-999,-999,324.6,405,-999,-999,-999,-999,-999,-999,-999,5
CHEECA_80W_25N,24.898,-80.619,5/27/16,9:17,321.6,2,7.71,402.1,2,7.25,1014.3,27.9,103.12,-999,-999,324.2,405.1,-999,-999,-999,-999,-999,-999,-999,5
CHEECA_80W_25N,24.898,-80.619,5/27/16,12:17,345,2,7.76,402.3,2,7.36,1015.1,27.7,101.23,-999,-999,347.7,405.3,-999,-999,-999,-999,-999,-999,-999,5
CHEECA_80W_25N,24.898,-80.619,5/27/16,14:17,343.9,2,8.19,401.5,2,7.82,1015.8,28.2,100.46,28.17,36.625,346.8,404.7,333.8,389.6,-55.7,334.9,390.8,-55.9,-999,5
CHEECA_80W_25N,24.898,-80.619,5/27/16,14:47,344,2,6.04,402.2,2,5.56,1016.1,29,100.01,28.235,36.624,346.1,404.4,333.2,389.4,-56.1,334.3,390.6,-56.3,-999,5
CHEECA_80W_25N,24.898,-80.619,5/27/16,15:17,344.2,2,5.8,402.6,2,5.05,1016.2,29.5,99.65,28.296,36.619,346.2,404.7,333.3,389.6,-56.3,334.3,390.8,-56.5,-999,5
CHEECA_80W_25N,24.898,-80.619,5/27/16,15:47,330.6,2,5.66,403.1,2,4.96,1016.1,29.9,99.99,28.314,36.612,332.5,405.1,320.1,390,-69.9,321,391.2,-70.2,-999,5
CHEECA_80W_25N,24.898,-80.619,5/27/16,16:17,315.8,2,5.64,403.2,2,5.04,1016.1,30.2,101.16,28.372,36.621,317.6,405.3,305.7,390.1,-84.4,306.7,391.3,-84.6,-999,5
CHEECA_80W_25N,24.898,-80.619,5/27/16,16:47,316.4,2,5.78,403.3,2,5.14,1015.9,30.4,101.89,28.44,36.612,318.3,405.3,306.2,390,-83.8,307.2,391.2,-84,-999,5
CHEECA_80W_25N,24.898,-80.619,5/27/16,17:17,308,2,5.74,403.5,2,5.12,1015.9,30.6,102.74,28.512,36.613,309.8,405.6,298,390.1,-92.1,298.9,391.3,-92.4,-999,5
CHEECA_80W_25N,24.898,-80.619,5/27/16,17:47,306.9,2,5.86,403.3,2,5.15,1015.7,30.7,103.64,28.573,36.607,308.7,405.4,296.9,389.9,-93,297.8,391.1,-93.2,-999,5
CHEECA_80W_25N,24.898,-80.619,5/27/16,18:17,309.3,2,5.97,403.5,2,5.19,1015.3,30.8,104.19,28.647,36.611,311.1,405.6,299,389.8,-90.8,300,391,-91.1,-999,5
CHEECA_80W_25N,24.898,-80.619,5/27/16,21:17,300,2,8.62,402.3,2,7.75,1013.7,30.5,105.02,28.902,36.721,302.6,405.4,290.1,388.8,-98.6,291,390,-98.9,-999,5
CHEECA_80W_25N,24.898,-80.619,5/28/16,0:17,303.1,2,8.3,402.6,2,7.53,1014,30.6,105.31,28.86,36.71,305.6,405.6,293.2,389.1,-95.9,294.1,390.3,-96.2,-999,5
CHEECA_80W_25N,24.898,-80.619,5/28/16,3:17,301.1,2,8.54,403,2,7.99,1014.9,29.8,105.36,28.632,36.693,303.7,406.2,291.8,390.3,-98.5,292.6,391.5,-98.8,-999,5
CHEECA_80W_25N,24.898,-80.619,5/28/16,6:17,296.9,2,8.19,403.5,2,7.63,1014.4,29.2,104.82,28.512,36.771,299.4,406.6,287.6,390.5,-103,288.4,391.7,-103.3,-999,5
CHEECA_80W_25N,24.898,-80.619,5/28/16,9:17,311.4,2,7.56,403.2,2,7.08,1014.7,28.8,103.45,28.304,36.656,313.8,406.1,301.6,390.4,-88.7,302.5,391.6,-89,-999,5
CHEECA_80W_25N,24.898,-80.619,5/28/16,12:17,314.7,2,8.64,403,2,8.47,1016.2,28,102.56,28.194,36.542,317.4,406.4,305.7,391.4,-85.7,306.6,392.6,-86,-999,5
CHEECA_80W_25N,24.898,-80.619,5/28/16,15:17,329.8,2,8.17,402,2,7.92,1017.6,28.7,101.66,28.663,36.761,332.5,405.2,320.3,390.4,-70.1,321.3,391.6,-70.3,-999,5
CHEECA_80W_25N,24.898,-80.619,5/28/16,18:17,334.8,2,9.52,400.3,2,9.11,1016.8,31.1,101.75,29.018,36.742,338,404,325.1,388.5,-63.5,326.1,389.7,-63.7,-999,5
CHEECA_80W_25N,24.898,-80.619,5/28/16,21:17,331.1,2,7.48,401,2,5.85,1015.5,33.3,102.4,29.626,36.749,333.6,403.3,320,386.9,-66.9,321,388,-67.1,-999,5
CHEECA_80W_25N,24.898,-80.619,5/29/16,0:17,324.7,2,8.7,401.9,2,7.13,1016.7,34.1,102.99,29.818,36.705,327.5,404.8,314.4,388.6,-74.2,315.3,389.8,-74.4,-999,5
CHEECA_80W_25N,24.898,-80.619,5/29/16,3:17,302.3,2,9.41,402.9,2,8.45,1018,32.5,104.2,29.328,36.705,305.2,406.3,293.7,391,-97.3,294.6,392.2,-97.6,-999,5
CHEECA_80W_25N,24.898,-80.619,5/29/16,6:17,296.1,2,9.59,402.5,2,8.78,1017.2,31.1,105.11,29.137,36.73,299,406.1,287.6,390.6,-103,288.5,391.8,-103.3,-999,5
CHEECA_80W_25N,24.898,-80.619,5/29/16,9:17,318.7,2,9.2,402.4,2,8.43,1016.7,30.2,104.33,28.986,36.721,321.7,405.8,309.4,390.3,-80.9,310.3,391.5,-81.2,-999,5
CHEECA_80W_25N,24.898,-80.619,5/29/16,12:17,331.6,2,9.81,401.6,2,9.48,1017.7,29.5,103.27,29.004,36.724,334.9,405.5,322.4,390.3,-67.9,323.4,391.5,-68.1,-999,5
